,First Name,Last Name,Birthday,Birthmonth,Birthyear,Course,Phonenumber,Gender,Carrier
2255,name2256,lastname2256,26,February,97,BS Management Engineering,0918 828 7678,Male,Smart
2256,name2257,lastname2257,2,September,99,BS Management,0927 148 8571,Male,Globe
2257,name2258,lastname2258,16,October,97,BS Legal Management,0918 953 8249,Female,Smart
2258,name2259,lastname2259,23,January,01,BS IT Entrepreneurship,0917 740 6763,Male,Globe
2259,name2260,lastname2260,8,December,97,BS IT Entrepreneurship,0918 644 6084,Female,Smart
2260,name2261,lastname2261,4,July,97,BS IT Entrepreneurship,0918 227 1056,Male,Smart
2261,name2262,lastname2262,19,August,97,BS Comtech,0918 200 4621,Male,Smart
2262,name2263,lastname2263,28,February,99,BS Legal Management,0917 664 8355,Female,Globe
2263,name2264,lastname2264,8,July,97,BS Management,0917 451 1889,Male,Globe
2264,name2265,lastname2265,24,January,97,BS Management Engineering,0918 461 4979,Male,Smart
2265,name2266,lastname2266,12,February,97,BS IT Entrepreneurship,0917 528 6459,Male,Globe
2266,name2267,lastname2267,9,April,98,BS IT Entrepreneurship,0927 127 2585,Female,Globe
2267,name2268,lastname2268,24,October,01,BS Management,0927 281 5044,Male,Globe
2268,name2269,lastname2269,19,December,98,BS Management,0918 298 4815,Male,Smart
2269,name2270,lastname2270,18,May,01,BS Management,0927 522 9321,Male,Globe
2270,name2271,lastname2271,24,March,99,BS Management,0917 481 7170,Male,Globe
2271,name2272,lastname2272,2,May,97,BS Management Engineering,0918 595 9543,Female,Smart
2272,name2273,lastname2273,7,April,98,BS Legal Management,0927 368 6328,Female,Globe
2273,name2274,lastname2274,17,November,99,BS Management,0918 811 7291,Male,Smart
2274,name2275,lastname2275,16,May,00,BS Management,0918 192 3696,Female,Smart
2275,name2276,lastname2276,18,March,98,BS Management,0927 118 1377,Female,Globe
2276,name2277,lastname2277,20,April,98,BS Legal Management,0917 919 2686,Female,Globe
2277,name2278,lastname2278,24,June,01,BS Management,0917 179 1779,Female,Globe
2278,name2279,lastname2279,1,September,99,BS Management Engineering,0918 747 5179,Female,Smart
2279,name2280,lastname2280,19,November,01,BS IT Entrepreneurship,0927 818 5210,Female,Globe
2280,name2281,lastname2281,17,December,99,BS Management,0927 792 8470,Male,Globe
2281,name2282,lastname2282,9,April,00,BS Comtech,0927 862 6067,Male,Globe
2282,name2283,lastname2283,18,January,98,BS Comtech,0918 585 6026,Female,Smart
2283,name2284,lastname2284,15,December,98,BS Management,0918 627 6100,Female,Smart
2284,name2285,lastname2285,6,June,98,BS Legal Management,0927 658 9231,Female,Globe
2285,name2286,lastname2286,21,September,01,BS Management,0918 872 4154,Female,Smart
2286,name2287,lastname2287,21,January,98,BS Legal Management,0917 362 3559,Male,Globe
2287,name2288,lastname2288,20,January,00,BS Comtech,0917 927 6156,Male,Globe
2288,name2289,lastname2289,19,October,00,BS IT Entrepreneurship,0917 908 3625,Male,Globe
2289,name2290,lastname2290,28,January,97,BS Management,0917 793 9418,Male,Globe
2290,name2291,lastname2291,13,September,00,BS Management,0918 486 4686,Male,Smart
2291,name2292,lastname2292,6,March,00,BS IT Entrepreneurship,0917 819 7636,Female,Globe
2292,name2293,lastname2293,27,August,98,BS Comtech,0927 278 4141,Male,Globe
2293,name2294,lastname2294,21,July,00,BS Legal Management,0917 622 4555,Male,Globe
2294,name2295,lastname2295,17,June,01,BS Management Engineering,0918 368 8603,Female,Smart
2295,name2296,lastname2296,10,February,01,BS IT Entrepreneurship,0917 272 8733,Male,Globe
2296,name2297,lastname2297,23,February,98,BS Management,0927 991 3817,Male,Globe
2297,name2298,lastname2298,1,January,00,BS Legal Management,0927 500 2562,Male,Globe
2298,name2299,lastname2299,14,January,00,BS Legal Management,0918 577 2431,Male,Smart
2299,name2300,lastname2300,24,February,00,BS Comtech,0918 524 1259,Female,Smart
2300,name2301,lastname2301,16,February,97,BS Comtech,0918 404 9503,Female,Smart
2301,name2302,lastname2302,14,April,98,BS Management,0918 146 1542,Female,Smart
2302,name2303,lastname2303,28,September,00,BS Comtech,0927 445 8143,Female,Globe
2303,name2304,lastname2304,21,March,99,BS IT Entrepreneurship,0927 753 3303,Female,Globe
2304,name2305,lastname2305,4,September,01,BS Management Engineering,0918 758 5738,Female,Smart
2305,name2306,lastname2306,11,June,99,BS Management Engineering,0917 851 1627,Male,Globe
2306,name2307,lastname2307,11,January,97,BS IT Entrepreneurship,0927 121 8775,Male,Globe
2307,name2308,lastname2308,27,February,98,BS Management,0927 784 3387,Male,Globe
2308,name2309,lastname2309,12,June,01,BS Management,0927 244 3525,Female,Globe
2309,name2310,lastname2310,24,December,99,BS Legal Management,0918 642 7384,Female,Smart
2310,name2311,lastname2311,1,January,98,BS Comtech,0918 356 9018,Male,Smart
2311,name2312,lastname2312,2,May,99,BS Legal Management,0917 468 8345,Female,Globe
2312,name2313,lastname2313,11,March,97,BS IT Entrepreneurship,0917 153 7719,Male,Globe
2313,name2314,lastname2314,4,May,98,BS Management Engineering,0918 743 1918,Male,Smart
2314,name2315,lastname2315,26,February,98,BS IT Entrepreneurship,0917 820 1521,Female,Globe
2315,name2316,lastname2316,4,December,98,BS Management,0918 843 7217,Male,Smart
2316,name2317,lastname2317,27,December,01,BS Management,0927 881 9759,Male,Globe
2317,name2318,lastname2318,11,September,00,BS Management Engineering,0927 532 3544,Female,Globe
2318,name2319,lastname2319,4,January,99,BS IT Entrepreneurship,0918 230 5450,Female,Smart
2319,name2320,lastname2320,16,March,99,BS IT Entrepreneurship,0918 396 6613,Female,Smart
2320,name2321,lastname2321,26,September,01,BS Management,0918 735 9525,Female,Smart
2321,name2322,lastname2322,9,August,00,BS IT Entrepreneurship,0918 756 9753,Male,Smart
2322,name2323,lastname2323,14,November,99,BS IT Entrepreneurship,0917 505 5113,Female,Globe
2323,name2324,lastname2324,5,May,01,BS Management Engineering,0918 281 4588,Female,Smart
2324,name2325,lastname2325,20,July,98,BS Legal Management,0927 995 3647,Female,Globe
2325,name2326,lastname2326,27,July,00,BS Management,0917 618 9981,Male,Globe
2326,name2327,lastname2327,1,January,97,BS Legal Management,0917 685 1845,Male,Globe
2327,name2328,lastname2328,5,April,01,BS Management,0927 881 4083,Male,Globe
2328,name2329,lastname2329,18,July,97,BS Management,0917 408 6878,Female,Globe
2329,name2330,lastname2330,17,April,98,BS Management Engineering,0927 978 8808,Male,Globe
2330,name2331,lastname2331,11,May,00,BS Legal Management,0918 886 9213,Male,Smart
2331,name2332,lastname2332,25,April,97,BS Management,0927 449 7654,Female,Globe
2332,name2333,lastname2333,10,July,98,BS IT Entrepreneurship,0927 140 9493,Male,Globe
2333,name2334,lastname2334,7,November,99,BS Legal Management,0918 784 9869,Female,Smart
2334,name2335,lastname2335,26,June,01,BS Legal Management,0927 879 2340,Male,Globe
2335,name2336,lastname2336,15,April,99,BS Management Engineering,0918 706 3082,Female,Smart
2336,name2337,lastname2337,17,March,98,BS Management Engineering,0918 560 7449,Male,Smart
2337,name2338,lastname2338,6,November,97,BS Management,0918 903 5233,Female,Smart
2338,name2339,lastname2339,8,November,99,BS IT Entrepreneurship,0927 923 5576,Female,Globe
2339,name2340,lastname2340,18,July,97,BS Management Engineering,0917 809 8960,Female,Globe
2340,name2341,lastname2341,17,April,99,BS IT Entrepreneurship,0918 908 6742,Female,Smart
2341,name2342,lastname2342,7,July,98,BS Legal Management,0927 919 4991,Male,Globe
2342,name2343,lastname2343,1,January,98,BS Management Engineering,0927 154 7220,Male,Globe
2343,name2344,lastname2344,14,May,97,BS Comtech,0927 929 7767,Male,Globe
2344,name2345,lastname2345,13,April,98,BS Management,0927 799 3697,Male,Globe
2345,name2346,lastname2346,7,February,97,BS Comtech,0917 793 4237,Male,Globe
2346,name2347,lastname2347,6,July,98,BS Management,0917 891 8673,Female,Globe
2347,name2348,lastname2348,18,July,00,BS Legal Management,0918 677 4312,Female,Smart
2348,name2349,lastname2349,17,October,00,BS Management Engineering,0927 467 9726,Male,Globe
2349,name2350,lastname2350,28,May,98,BS IT Entrepreneurship,0917 847 8371,Male,Globe
2350,name2351,lastname2351,9,March,98,BS Comtech,0917 914 6203,Male,Globe
2351,name2352,lastname2352,7,June,98,BS Management Engineering,0917 334 6159,Female,Globe
2352,name2353,lastname2353,1,June,01,BS Comtech,0927 134 2532,Male,Globe
2353,name2354,lastname2354,11,July,98,BS IT Entrepreneurship,0918 534 5264,Female,Smart
2354,name2355,lastname2355,23,June,01,BS Comtech,0917 124 8700,Female,Globe
2355,name2356,lastname2356,6,May,97,BS Management,0927 745 2827,Female,Globe
2356,name2357,lastname2357,13,June,98,BS IT Entrepreneurship,0927 669 5007,Female,Globe
2357,name2358,lastname2358,18,December,01,BS Management Engineering,0918 923 4311,Male,Smart
2358,name2359,lastname2359,1,May,98,BS IT Entrepreneurship,0918 108 2864,Male,Smart
2359,name2360,lastname2360,12,March,98,BS Management Engineering,0917 836 8453,Male,Globe
2360,name2361,lastname2361,15,February,00,BS Comtech,0917 246 2476,Male,Globe
2361,name2362,lastname2362,17,January,98,BS Comtech,0927 553 1625,Male,Globe
2362,name2363,lastname2363,10,May,97,BS Legal Management,0918 607 3049,Female,Smart
2363,name2364,lastname2364,7,February,97,BS Comtech,0917 740 5047,Female,Globe
2364,name2365,lastname2365,15,October,97,BS Management Engineering,0917 159 7408,Female,Globe
2365,name2366,lastname2366,27,December,98,BS Legal Management,0918 948 8122,Male,Smart
2366,name2367,lastname2367,26,July,97,BS Legal Management,0918 288 1534,Female,Smart
2367,name2368,lastname2368,1,May,97,BS IT Entrepreneurship,0918 991 8438,Female,Smart
2368,name2369,lastname2369,23,May,97,BS Comtech,0917 688 6034,Male,Globe
2369,name2370,lastname2370,18,January,98,BS Comtech,0917 880 1286,Female,Globe
2370,name2371,lastname2371,11,April,00,BS Legal Management,0917 758 9685,Female,Globe
2371,name2372,lastname2372,4,July,01,BS Legal Management,0927 490 5419,Male,Globe
2372,name2373,lastname2373,12,May,00,BS Management Engineering,0927 776 2687,Female,Globe
2373,name2374,lastname2374,27,August,00,BS IT Entrepreneurship,0927 429 5762,Male,Globe
2374,name2375,lastname2375,2,November,99,BS Management,0918 276 8342,Male,Smart
2375,name2376,lastname2376,27,May,99,BS IT Entrepreneurship,0918 420 9440,Female,Smart
2376,name2377,lastname2377,12,September,01,BS Comtech,0917 316 7284,Female,Globe
2377,name2378,lastname2378,2,December,97,BS Management,0918 975 1613,Male,Smart
2378,name2379,lastname2379,10,November,97,BS Legal Management,0927 874 3477,Male,Globe
2379,name2380,lastname2380,17,November,99,BS Legal Management,0917 323 1977,Female,Globe
2380,name2381,lastname2381,13,June,98,BS Management Engineering,0917 632 3225,Male,Globe
2381,name2382,lastname2382,12,December,97,BS Comtech,0917 449 3806,Male,Globe
2382,name2383,lastname2383,19,April,00,BS Legal Management,0918 729 7979,Female,Smart
2383,name2384,lastname2384,19,September,98,BS Comtech,0927 971 2794,Male,Globe
2384,name2385,lastname2385,23,December,01,BS Management Engineering,0917 693 4040,Male,Globe
2385,name2386,lastname2386,18,December,97,BS Management,0918 257 1334,Female,Smart
2386,name2387,lastname2387,11,March,97,BS Management,0927 479 2154,Male,Globe
2387,name2388,lastname2388,7,September,98,BS Comtech,0927 106 4194,Male,Globe
2388,name2389,lastname2389,13,March,97,BS Legal Management,0927 824 6270,Female,Globe
2389,name2390,lastname2390,9,November,98,BS Comtech,0917 866 2766,Male,Globe
2390,name2391,lastname2391,21,August,00,BS Legal Management,0927 857 2381,Male,Globe
2391,name2392,lastname2392,21,March,01,BS IT Entrepreneurship,0917 615 1060,Male,Globe
2392,name2393,lastname2393,22,October,98,BS IT Entrepreneurship,0917 956 3502,Male,Globe
2393,name2394,lastname2394,23,August,99,BS Management Engineering,0917 660 7478,Female,Globe
2394,name2395,lastname2395,16,June,97,BS Legal Management,0917 387 1657,Male,Globe
2395,name2396,lastname2396,28,June,97,BS Management Engineering,0917 948 9502,Female,Globe
2396,name2397,lastname2397,27,April,97,BS Comtech,0917 997 3008,Male,Globe
2397,name2398,lastname2398,5,March,99,BS Comtech,0927 397 8097,Female,Globe
2398,name2399,lastname2399,5,August,00,BS Management Engineering,0927 447 4213,Female,Globe
2399,name2400,lastname2400,27,April,00,BS Management Engineering,0918 919 5919,Female,Smart
2400,name2401,lastname2401,28,October,00,BS Management,0917 551 8099,Male,Globe
2401,name2402,lastname2402,15,October,99,BS Comtech,0927 159 9241,Female,Globe
2402,name2403,lastname2403,22,June,99,BS Management Engineering,0927 289 3262,Male,Globe
2403,name2404,lastname2404,24,October,01,BS Comtech,0927 748 1190,Male,Globe
2404,name2405,lastname2405,19,July,99,BS IT Entrepreneurship,0918 192 8519,Male,Smart
2405,name2406,lastname2406,7,March,98,BS Management,0918 201 5633,Female,Smart
2406,name2407,lastname2407,10,March,00,BS IT Entrepreneurship,0927 392 7223,Female,Globe
2407,name2408,lastname2408,16,February,97,BS Management,0927 828 7176,Female,Globe
2408,name2409,lastname2409,6,May,97,BS Comtech,0917 412 3057,Male,Globe
2409,name2410,lastname2410,28,March,00,BS Management,0917 181 3978,Female,Globe
2410,name2411,lastname2411,22,October,98,BS Comtech,0917 374 3329,Male,Globe
2411,name2412,lastname2412,16,June,99,BS Comtech,0917 870 6914,Male,Globe
2412,name2413,lastname2413,26,November,01,BS Legal Management,0917 960 3096,Female,Globe
2413,name2414,lastname2414,18,February,99,BS IT Entrepreneurship,0917 755 2268,Female,Globe
2414,name2415,lastname2415,10,October,98,BS Comtech,0918 931 7669,Male,Smart
2415,name2416,lastname2416,25,September,99,BS Management,0927 577 5428,Female,Globe
2416,name2417,lastname2417,1,November,00,BS Management,0918 611 7258,Male,Smart
2417,name2418,lastname2418,13,December,00,BS IT Entrepreneurship,0927 255 7533,Female,Globe
2418,name2419,lastname2419,16,November,01,BS Comtech,0927 198 4160,Male,Globe
2419,name2420,lastname2420,10,June,00,BS Legal Management,0918 147 1799,Male,Smart
2420,name2421,lastname2421,3,May,98,BS IT Entrepreneurship,0927 397 7959,Male,Globe
2421,name2422,lastname2422,28,May,99,BS Comtech,0927 619 2961,Male,Globe
2422,name2423,lastname2423,10,March,99,BS Management,0917 840 3342,Female,Globe
2423,name2424,lastname2424,14,March,01,BS IT Entrepreneurship,0917 793 8378,Female,Globe
2424,name2425,lastname2425,19,July,99,BS IT Entrepreneurship,0918 495 8760,Male,Smart
2425,name2426,lastname2426,16,May,00,BS Management Engineering,0918 390 4848,Female,Smart
2426,name2427,lastname2427,4,February,00,BS Management,0917 504 1312,Male,Globe
2427,name2428,lastname2428,13,November,97,BS IT Entrepreneurship,0917 764 8229,Female,Globe
2428,name2429,lastname2429,22,June,97,BS Legal Management,0927 227 6284,Female,Globe
2429,name2430,lastname2430,17,May,98,BS IT Entrepreneurship,0918 199 7797,Female,Smart
2430,name2431,lastname2431,13,August,98,BS Management,0917 169 3352,Male,Globe
2431,name2432,lastname2432,15,May,99,BS Management Engineering,0917 761 3830,Male,Globe
2432,name2433,lastname2433,17,September,97,BS Comtech,0927 849 6892,Female,Globe
2433,name2434,lastname2434,19,January,99,BS Management Engineering,0927 434 9948,Female,Globe
2434,name2435,lastname2435,4,April,98,BS Comtech,0927 227 8411,Female,Globe
2435,name2436,lastname2436,12,February,97,BS Management Engineering,0918 436 4889,Male,Smart
2436,name2437,lastname2437,19,March,99,BS Comtech,0918 832 1639,Male,Smart
2437,name2438,lastname2438,21,October,98,BS IT Entrepreneurship,0927 482 6028,Male,Globe
2438,name2439,lastname2439,5,February,98,BS Management Engineering,0918 485 7266,Male,Smart
2439,name2440,lastname2440,19,September,98,BS Management,0917 856 5444,Male,Globe
2440,name2441,lastname2441,12,February,01,BS Legal Management,0917 754 8431,Male,Globe
2441,name2442,lastname2442,10,November,01,BS Management Engineering,0927 764 6262,Male,Globe
2442,name2443,lastname2443,25,July,98,BS IT Entrepreneurship,0918 541 1153,Male,Smart
2443,name2444,lastname2444,16,August,98,BS Management,0918 845 7573,Female,Smart
2444,name2445,lastname2445,5,September,98,BS Management,0927 533 1486,Male,Globe
2445,name2446,lastname2446,22,February,00,BS Management Engineering,0917 275 7590,Male,Globe
2446,name2447,lastname2447,11,February,01,BS Management Engineering,0918 694 6303,Male,Smart
2447,name2448,lastname2448,4,June,00,BS Comtech,0927 244 3224,Female,Globe
2448,name2449,lastname2449,6,July,98,BS Legal Management,0918 446 3657,Female,Smart
2449,name2450,lastname2450,21,June,98,BS Management,0917 335 2745,Male,Globe
2450,name2451,lastname2451,22,January,99,BS Management Engineering,0917 482 2116,Male,Globe
2451,name2452,lastname2452,23,April,99,BS Management Engineering,0917 538 5323,Male,Globe
2452,name2453,lastname2453,22,March,01,BS Comtech,0917 523 3869,Male,Globe
2453,name2454,lastname2454,19,November,99,BS Management Engineering,0917 385 3899,Female,Globe
2454,name2455,lastname2455,24,December,97,BS IT Entrepreneurship,0918 593 4633,Male,Smart
2455,name2456,lastname2456,9,April,98,BS Legal Management,0927 725 8448,Male,Globe
2456,name2457,lastname2457,10,October,01,BS Management,0917 875 7767,Male,Globe
2457,name2458,lastname2458,4,November,99,BS IT Entrepreneurship,0917 234 8813,Male,Globe
2458,name2459,lastname2459,6,January,98,BS Comtech,0917 854 2574,Female,Globe
2459,name2460,lastname2460,18,April,01,BS IT Entrepreneurship,0918 172 8477,Male,Smart
2460,name2461,lastname2461,18,November,98,BS Legal Management,0927 779 7910,Female,Globe
2461,name2462,lastname2462,4,November,97,BS IT Entrepreneurship,0918 659 2984,Male,Smart
2462,name2463,lastname2463,28,January,97,BS Management,0927 341 4442,Female,Globe
2463,name2464,lastname2464,6,September,98,BS Management,0927 810 3537,Male,Globe
2464,name2465,lastname2465,28,October,99,BS Management,0917 848 6313,Female,Globe
2465,name2466,lastname2466,28,May,97,BS Management Engineering,0918 596 7521,Female,Smart
2466,name2467,lastname2467,12,February,97,BS Legal Management,0927 537 1630,Female,Globe
2467,name2468,lastname2468,4,September,97,BS Management,0917 522 8739,Male,Globe
2468,name2469,lastname2469,26,November,99,BS IT Entrepreneurship,0927 961 4729,Female,Globe
2469,name2470,lastname2470,5,July,99,BS Management Engineering,0918 746 7549,Male,Smart
2470,name2471,lastname2471,15,April,98,BS Management,0917 186 5933,Female,Globe
2471,name2472,lastname2472,13,December,97,BS Comtech,0918 872 7265,Male,Smart
2472,name2473,lastname2473,6,May,97,BS Management,0918 950 9443,Female,Smart
2473,name2474,lastname2474,24,January,97,BS Management Engineering,0918 909 4946,Male,Smart
2474,name2475,lastname2475,12,January,99,BS Legal Management,0927 312 5973,Male,Globe
2475,name2476,lastname2476,15,August,01,BS Legal Management,0918 893 6385,Female,Smart
2476,name2477,lastname2477,27,September,01,BS Legal Management,0918 877 6490,Male,Smart
2477,name2478,lastname2478,3,November,01,BS Management,0917 347 6498,Male,Globe
2478,name2479,lastname2479,23,December,99,BS Legal Management,0918 573 2384,Female,Smart
2479,name2480,lastname2480,22,May,98,BS Comtech,0918 759 4404,Male,Smart
2480,name2481,lastname2481,3,March,01,BS Comtech,0917 332 5207,Male,Globe
2481,name2482,lastname2482,10,September,00,BS Comtech,0917 195 8173,Male,Globe
2482,name2483,lastname2483,6,January,00,BS Legal Management,0927 781 8674,Male,Globe
2483,name2484,lastname2484,10,November,00,BS Management Engineering,0927 347 9357,Male,Globe
2484,name2485,lastname2485,14,May,99,BS Management,0927 650 8064,Male,Globe
2485,name2486,lastname2486,6,January,99,BS Management,0927 702 2432,Female,Globe
2486,name2487,lastname2487,26,December,00,BS Comtech,0927 634 1504,Male,Globe
2487,name2488,lastname2488,25,March,99,BS Management,0918 614 2482,Male,Smart
2488,name2489,lastname2489,20,January,97,BS Legal Management,0918 417 3419,Male,Smart
2489,name2490,lastname2490,16,August,00,BS Legal Management,0918 800 4530,Female,Smart
2490,name2491,lastname2491,3,January,99,BS Legal Management,0927 479 1685,Male,Globe
2491,name2492,lastname2492,9,January,01,BS IT Entrepreneurship,0917 517 8009,Female,Globe
2492,name2493,lastname2493,9,September,99,BS Management Engineering,0927 649 3563,Female,Globe
2493,name2494,lastname2494,10,April,00,BS Comtech,0918 797 3972,Male,Smart
2494,name2495,lastname2495,11,May,98,BS Comtech,0927 702 3361,Male,Globe
2495,name2496,lastname2496,16,September,98,BS Comtech,0917 794 8406,Male,Globe
2496,name2497,lastname2497,10,December,00,BS Management Engineering,0917 240 7897,Male,Globe
2497,name2498,lastname2498,8,December,01,BS Management,0917 437 4761,Male,Globe
2498,name2499,lastname2499,2,September,97,BS IT Entrepreneurship,0927 554 1341,Male,Globe
2499,name2500,lastname2500,12,March,01,BS Management,0918 787 7812,Male,Smart
2500,name2501,lastname2501,1,December,01,BS Management,0917 654 8967,Female,Globe
2501,name2502,lastname2502,19,December,00,BS Management,0917 929 4398,Female,Globe
2502,name2503,lastname2503,6,February,98,BS Comtech,0918 565 3640,Female,Smart
2503,name2504,lastname2504,9,April,00,BS Legal Management,0918 520 5187,Male,Smart
2504,name2505,lastname2505,28,January,97,BS IT Entrepreneurship,0927 363 8348,Female,Globe
2505,name2506,lastname2506,22,November,98,BS Comtech,0927 894 9571,Female,Globe
2506,name2507,lastname2507,11,February,97,BS Legal Management,0917 998 2534,Female,Globe
2507,name2508,lastname2508,18,April,01,BS Legal Management,0927 647 9151,Male,Globe
2508,name2509,lastname2509,25,October,98,BS Legal Management,0927 744 4282,Female,Globe
2509,name2510,lastname2510,11,June,98,BS Comtech,0917 869 9466,Male,Globe
2510,name2511,lastname2511,25,December,97,BS Legal Management,0918 287 7261,Female,Smart
2511,name2512,lastname2512,25,May,99,BS Management Engineering,0927 906 9410,Female,Globe
2512,name2513,lastname2513,10,November,00,BS Comtech,0918 490 2582,Male,Smart
2513,name2514,lastname2514,15,September,98,BS IT Entrepreneurship,0918 151 9228,Female,Smart
2514,name2515,lastname2515,28,April,01,BS Management Engineering,0927 279 8965,Male,Globe
2515,name2516,lastname2516,19,January,97,BS Management,0918 609 2244,Female,Smart
2516,name2517,lastname2517,17,November,98,BS IT Entrepreneurship,0927 290 3455,Female,Globe
2517,name2518,lastname2518,15,October,01,BS Legal Management,0918 592 1101,Female,Smart
2518,name2519,lastname2519,24,May,99,BS IT Entrepreneurship,0927 866 2938,Male,Globe
2519,name2520,lastname2520,11,October,98,BS Management,0918 180 5555,Male,Smart
2520,name2521,lastname2521,18,January,97,BS Management Engineering,0927 140 1589,Male,Globe
2521,name2522,lastname2522,28,May,01,BS Comtech,0927 930 6395,Male,Globe
2522,name2523,lastname2523,23,July,01,BS IT Entrepreneurship,0927 815 1092,Female,Globe
2523,name2524,lastname2524,26,May,00,BS Management Engineering,0927 596 1752,Female,Globe
2524,name2525,lastname2525,12,April,98,BS Management Engineering,0917 423 2721,Male,Globe
2525,name2526,lastname2526,9,January,01,BS Management Engineering,0918 102 2217,Male,Smart
2526,name2527,lastname2527,21,April,97,BS Management,0918 808 5353,Male,Smart
2527,name2528,lastname2528,5,April,99,BS Legal Management,0917 669 9647,Female,Globe
2528,name2529,lastname2529,11,May,98,BS Management,0927 440 7845,Male,Globe
2529,name2530,lastname2530,17,June,00,BS Management,0918 431 8667,Male,Smart
2530,name2531,lastname2531,17,January,98,BS Comtech,0927 204 3757,Male,Globe
2531,name2532,lastname2532,28,November,01,BS Legal Management,0927 313 4542,Female,Globe
2532,name2533,lastname2533,12,December,00,BS IT Entrepreneurship,0918 457 8951,Male,Smart
2533,name2534,lastname2534,19,May,99,BS Management Engineering,0918 308 2032,Male,Smart
2534,name2535,lastname2535,16,September,97,BS Legal Management,0927 474 8597,Male,Globe
2535,name2536,lastname2536,17,February,01,BS Management Engineering,0917 395 4691,Female,Globe
2536,name2537,lastname2537,9,November,98,BS IT Entrepreneurship,0918 873 1719,Female,Smart
2537,name2538,lastname2538,2,January,97,BS Comtech,0918 560 8844,Female,Smart
2538,name2539,lastname2539,3,February,98,BS IT Entrepreneurship,0927 795 5882,Male,Globe
2539,name2540,lastname2540,18,November,97,BS IT Entrepreneurship,0918 960 5438,Male,Smart
2540,name2541,lastname2541,18,November,99,BS Legal Management,0918 928 7748,Male,Smart
2541,name2542,lastname2542,5,December,97,BS Comtech,0927 423 2526,Female,Globe
2542,name2543,lastname2543,18,September,98,BS Comtech,0918 325 1526,Female,Smart
2543,name2544,lastname2544,18,April,99,BS Management Engineering,0927 179 1079,Male,Globe
2544,name2545,lastname2545,13,July,00,BS Comtech,0918 881 6528,Male,Smart
2545,name2546,lastname2546,19,August,99,BS IT Entrepreneurship,0917 334 9017,Female,Globe
2546,name2547,lastname2547,16,February,00,BS Comtech,0918 440 6060,Female,Smart
2547,name2548,lastname2548,5,January,99,BS Management,0927 774 2119,Male,Globe
2548,name2549,lastname2549,20,April,98,BS Management Engineering,0918 493 6405,Male,Smart
2549,name2550,lastname2550,8,August,98,BS IT Entrepreneurship,0918 793 5808,Male,Smart
2550,name2551,lastname2551,12,March,97,BS IT Entrepreneurship,0917 410 8644,Female,Globe
2551,name2552,lastname2552,18,May,97,BS Legal Management,0917 382 7700,Male,Globe
2552,name2553,lastname2553,14,July,97,BS Comtech,0917 554 5621,Female,Globe
2553,name2554,lastname2554,25,April,99,BS Legal Management,0927 291 5154,Female,Globe
2554,name2555,lastname2555,10,August,97,BS IT Entrepreneurship,0927 861 4721,Male,Globe
2555,name2556,lastname2556,18,February,98,BS Legal Management,0927 893 6964,Female,Globe
2556,name2557,lastname2557,4,July,99,BS Management Engineering,0917 818 6486,Male,Globe
2557,name2558,lastname2558,15,December,97,BS Legal Management,0927 262 6276,Male,Globe
2558,name2559,lastname2559,7,August,01,BS Comtech,0917 419 5167,Male,Globe
2559,name2560,lastname2560,3,February,98,BS Legal Management,0927 991 4924,Male,Globe
2560,name2561,lastname2561,12,August,00,BS Management,0917 275 5243,Female,Globe
2561,name2562,lastname2562,24,May,99,BS Legal Management,0927 754 3697,Male,Globe
2562,name2563,lastname2563,16,March,97,BS Legal Management,0927 515 1326,Male,Globe
2563,name2564,lastname2564,22,October,98,BS Management,0927 190 7709,Female,Globe
2564,name2565,lastname2565,6,January,97,BS Comtech,0927 914 3489,Male,Globe
2565,name2566,lastname2566,22,December,98,BS Comtech,0927 510 3306,Female,Globe
2566,name2567,lastname2567,21,April,00,BS Management,0917 137 2165,Female,Globe
2567,name2568,lastname2568,17,May,98,BS Management,0927 999 9548,Female,Globe
2568,name2569,lastname2569,21,October,00,BS Management,0927 439 8623,Female,Globe
2569,name2570,lastname2570,15,October,01,BS Management Engineering,0918 936 3308,Male,Smart
2570,name2571,lastname2571,8,July,99,BS Management Engineering,0927 212 1620,Male,Globe
2571,name2572,lastname2572,11,October,01,BS Comtech,0917 570 9954,Male,Globe
2572,name2573,lastname2573,23,May,98,BS Management Engineering,0927 577 4535,Female,Globe
2573,name2574,lastname2574,16,January,97,BS Management,0918 758 8124,Male,Smart
2574,name2575,lastname2575,25,December,00,BS Comtech,0927 103 2003,Female,Globe
2575,name2576,lastname2576,25,May,98,BS IT Entrepreneurship,0927 626 4429,Female,Globe
2576,name2577,lastname2577,15,April,97,BS Comtech,0927 300 9845,Female,Globe
2577,name2578,lastname2578,17,December,01,BS Comtech,0917 791 4807,Male,Globe
2578,name2579,lastname2579,8,October,99,BS Management Engineering,0927 810 5558,Male,Globe
2579,name2580,lastname2580,20,August,97,BS Legal Management,0918 887 8537,Male,Smart
2580,name2581,lastname2581,7,November,99,BS Legal Management,0918 790 2841,Female,Smart
2581,name2582,lastname2582,8,January,98,BS Legal Management,0917 602 6957,Male,Globe
2582,name2583,lastname2583,28,April,01,BS Comtech,0917 386 7741,Male,Globe
2583,name2584,lastname2584,11,February,99,BS IT Entrepreneurship,0918 400 9775,Male,Smart
2584,name2585,lastname2585,8,May,99,BS Comtech,0918 153 7448,Male,Smart
